"Id","Taxon ID","Scientific Name","Common Name","Quantity","Sampling Method","Latitude","Longitude","Location Description","Habitat","Coord Uncertainty m ","Date ","Date to ","Observer name","Organisation Name","Observer Notes","Dataset","Dataset Abstract","Original Datasource","Datasource Abstract","TWPCA","TWPCA Notes","EPBCA","EPBCA Notes","EPBCA Migratory Species","Threatened Species","Significant Species","Introduced Status","Introduced Status Text","Sensitive Status"
"187575",10625,"Dugong dugon","Dugong",,,-11.34166,130.60033,,,,1995-11-30 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187576",10625,"Dugong dugon","Dugong",,,-11.33133,132.99916,,,,1995-11-22 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187577",10625,"Dugong dugon","Dugong",,,-11.31692546,131.82620105,,,,1993-10-03 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187578",10625,"Dugong dugon","Dugong",,,-11.29333,130.6965,,,,1995-11-30 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187579",10625,"Dugong dugon","Dugong",,,-11.292,131.551,,,,1995-11-29 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187580",10625,"Dugong dugon","Dugong",,,-11.28166,131.65433,,,,1995-11-27 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187581",10625,"Dugong dugon","Dugong",,,-11.25133,131.09916,,,,1995-11-29 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187582",10625,"Dugong dugon","Dugong",,,-11.241,132.1495,,,,1995-11-26 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187583",10625,"Dugong dugon","Dugong",,,-11.23966,131.8005,,,,1995-11-27 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187584",10625,"Dugong dugon","Dugong",,,-11.239,130.15266,,,,1995-12-01 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187585",10625,"Dugong dugon","Dugong",,,-11.22083,132.09783,,,,1995-11-27 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187586",10625,"Dugong dugon","Dugong",,,-11.21983,132.69933,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187587",10625,"Dugong dugon","Dugong",,,-11.21516,132.699,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187588",10625,"Dugong dugon","Dugong",,,-11.2105,132.69883,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187589",10625,"Dugong dugon","Dugong",,,-11.1500000059605,132.583333313465,,,,2001-10-29 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187590",10625,"Dugong dugon","Dugong",,,-11.1293,132.50001,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187591",10625,"Dugong dugon","Dugong",,,-11.12033,130.30283,,,,1995-12-01 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187592",10625,"Dugong dugon","Dugong",,,-11.11716,130.39766,,,,1995-11-30 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187593",10625,"Dugong dugon","Dugong",,,-11.1006,132.39999,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187594",10625,"Dugong dugon","Dugong",,,-11.0955,130.50066,,,,1995-11-30 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187595",10625,"Dugong dugon","Dugong",,,-11.09477,132.6,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187596",10625,"Dugong dugon","Dugong",,,-11.09333,130.94766,,,,1995-11-29 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187597",10625,"Dugong dugon","Dugong",,,-11.09266,130.50066,,,,1995-11-30 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187598",10625,"Dugong dugon","Dugong",,,-11.06966,130.6035,,,,1995-11-30 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187599",10625,"Dugong dugon","Dugong",,,-11.06216,131.15033,,,,1995-11-29 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187600",10625,"Dugong dugon","Dugong",,,-11.06083,130.753,,,,1995-11-30 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187601",10625,"Dugong dugon","Dugong",,,-11.05616,131.09816,,,,1995-11-29 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187602",10625,"Dugong dugon","Dugong",,,-11.05531,132.25,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187603",10625,"Dugong dugon","Dugong",,,-11.05183,130.75216,,,,1995-11-30 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187604",10625,"Dugong dugon","Dugong",,,-11.03094,132.25,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187605",10625,"Dugong dugon","Dugong",,,-10.99366,130.49916,,,,1995-11-30 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187606",10625,"Dugong dugon","Dugong",,,-10.98733,132.99483,,,,1995-11-22 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187607",10625,"Dugong dugon","Dugong",,,-10.91576,132.6,,,,1995-11-23 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186877",10625,"Dugong dugon","Dugong",,,-16.13354656,137.68768949,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186878",10625,"Dugong dugon","Dugong",,,-16.09024847,137.36570108,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186879",10625,"Dugong dugon","Dugong",,,-16.09024843,137.3737094,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186880",10625,"Dugong dugon","Dugong",,,-16.09024829,137.39914723,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186881",10625,"Dugong dugon","Dugong",,,-16.09024825,137.40621315,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186882",10625,"Dugong dugon","Dugong",,,-16.04684849,137.39122466,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186883",10625,"Dugong dugon","Dugong",,,-16.04684825,137.43356451,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186884",10625,"Dugong dugon","Dugong",,,-15.9849999547005,137.185000002384,,,,1998-12-16 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186885",10625,"Dugong dugon","Dugong",,,-15.95184973,137.2226755,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186886",10625,"Dugong dugon","Dugong",,,-15.95184948,137.2690891,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186887",10625,"Dugong dugon","Dugong",,,-15.91354976,137.24326605,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186888",10625,"Dugong dugon","Dugong",,,-15.91354973,137.2488225,,,,1994-11-14 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"186889",10625,"Dugong dugon","Dugong",,,-15.90188664,136.60451239,,,,1981-05-02 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187170",10625,"Dugong dugon","Dugong",,,-15.5883333206177,136.678333346049,,,,1996-07-10 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187171",10625,"Dugong dugon","Dugong",,,-15.54525332,136.82142228,,,,1994-11-16 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187172",10625,"Dugong dugon","Dugong",,,-15.5333333611488,136.266666680574,,,,2001-08-27 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187173",10625,"Dugong dugon","Dugong",,,-15.49855615,136.31931661,,,,1994-11-16 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187174",10625,"Dugong dugon","Dugong",,,-15.49855594,136.3589231,,,,1994-11-16 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187175",10625,"Dugong dugon","Dugong",,,-15.4985548,136.5728945,,,,1994-11-16 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187176",10625,"Dugong dugon","Dugong",,,-15.4166666567326,136.20000000298,,,,2001-09-26 00:00:00.0,,"Chatto, Ray E",,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187177",10625,"Dugong dugon","Dugong",,,-15.40685563,136.47603438,,,,1994-11-15 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187178",10625,"Dugong dugon","Dugong",,,-15.36355745,136.16082737,,,,1994-11-15 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
"187179",10625,"Dugong dugon","Dugong",,,-15.31525792,136.10349068,,,,1994-11-15 00:00:00.0,,,,,"Miscellaneous Fauna Data","All internal and external fauna data and datasets that have been submitted too, and is managed by the Department of Environment and Natural Resources","Chatto Obs","Ray Chatto's Database","NT",,"(not listed)",,"1",0,1,"1","Native to the N.T.",
